month,business_type,market_condition,price,marketing_spend,employees,demand,revenue,operational_cost,profit,customer_churn_rate,risk_flag
2021-12,Retail,Stable,301.72,47679.81,74,12872,3883739.84,2322801.76,1560938.08,0.08,0
2021-12,E-Commerce,Stable,866.51,15888.13,21,700,606557.0,512855.23,93701.77,0.16,0
2021-12,Retail,Competitive,1551.74,30622.38,64,907,1407428.18,1412850.83,-5422.65,0.11,1
2021-12,Manufacturing,Stable,816.81,30403.36,49,3426,2798391.06,1604920.68,1193470.38,0.11,0
2021-12,Manufacturing,Stable,1021.96,48260.04,13,3008,3074055.68,1165476.74,1908578.94,0.17,0
2021-12,Retail,Recession,1089.84,41783.51,28,470,512224.8,615450.95,-103226.15,0.11,1
2021-12,Manufacturing,Competitive,1468.01,26311.23,17,631,926314.31,559205.52,367108.79,0.06,0
2021-12,Retail,Stable,1964.37,25531.32,44,1877,3687122.49,1791668.07,1895454.42,0.14,0
2021-12,Retail,Recession,699.69,9263.25,65,4166,2914908.54,1858735.81,1056172.73,0.09,0
2021-12,E-Commerce,Competitive,881.36,31892.02,46,2044,1801499.84,1262341.97,539157.87,0.14,0
2021-12,Manufacturing,Stable,254.68,13029.67,74,6302,1604993.36,1604527.68,465.68,0.18,0
2021-12,E-Commerce,Competitive,549.64,10428.99,65,1028,565029.92,1154937.97,-589908.05,0.24,1
2021-12,Manufacturing,Competitive,1757.05,37740.6,68,896,1574316.8,1530035.64,44281.16,0.2,1
2021-12,Retail,Stable,268.58,11524.01,55,12340,3314277.2,1830807.17,1483470.03,0.14,0
2021-12,E-Commerce,Competitive,1361.59,29926.45,56,2099,2857977.41,1727319.67,1130657.74,0.23,1
2021-12,Manufacturing,Growth,338.42,10914.97,13,4942,1672471.64,707656.46,964815.18,0.25,1
2021-12,Retail,Stable,887.35,32523.64,9,2299,2040017.65,779528.94,1260488.71,0.21,1
2021-12,Retail,Stable,1130.31,14183.83,63,2628,2970454.68,1850320.23,1120134.45,0.03,0
2021-12,E-Commerce,Competitive,585.07,31480.66,12,3478,2034873.46,821942.7,1212930.76,0.18,0
2021-12,Retail,Competitive,782.72,24952.35,26,1660,1299315.2,804746.91,494568.29,0.2,1
2021-12,Retail,Competitive,1475.96,49830.17,20,1307,1929079.72,928554.09,1000525.63,0.23,1
2021-12,Retail,Competitive,1851.3,36056.75,66,1406,2602927.8,1806935.09,795992.71,0.11,0
2021-12,Manufacturing,Competitive,1500.22,8525.58,70,1623,2434857.06,1788982.7,645874.36,0.04,0
2021-12,Manufacturing,Competitive,1417.12,45369.08,72,594,841769.28,1377899.86,-536130.58,0.23,1
2021-12,E-Commerce,Competitive,213.43,48428.15,79,13171,2811086.53,2076754.11,734332.42,0.16,0
2021-12,Manufacturing,Stable,757.39,40185.3,34,5189,3930096.71,1729214.31,2200882.4,0.2,1
2021-12,E-Commerce,Stable,369.44,39635.69,77,10915,4032437.6,2404366.97,1628070.63,0.21,1
2021-12,E-Commerce,Growth,1646.89,14636.83,74,1283,2112959.87,1758524.79,354435.08,0.23,1
2021-12,E-Commerce,Stable,578.25,37260.27,6,3342,1932511.5,707013.72,1225497.78,0.08,0
2021-12,Retail,Recession,1763.36,29305.71,67,1525,2689124.0,1841042.91,848081.09,0.03,0
2021-12,E-Commerce,Recession,842.18,34444.13,18,3540,2981317.2,1198839.29,1782477.91,0.17,0
2021-12,Retail,Growth,337.12,27735.48,55,7684,2590430.08,1629864.5,960565.58,0.12,0
2021-12,Retail,Competitive,1504.68,21233.86,8,296,445385.28,274849.44,170535.84,0.19,1
2021-12,Manufacturing,Competitive,330.01,12444.92,24,6971,2300499.71,1062594.83,1237904.88,0.16,0
2021-12,E-Commerce,Competitive,1935.86,44892.89,66,755,1461574.3,1473365.18,-11790.88,0.09,1
2021-12,Retail,Stable,1552.58,25640.61,50,1655,2569519.9,1546496.58,1023023.32,0.1,0
2021-12,Manufacturing,Stable,1890.32,39136.14,38,1407,2659680.24,1407040.21,1252640.03,0.07,0
2021-12,Manufacturing,Competitive,1592.29,42176.3,66,2405,3829457.45,2181013.54,1648443.91,0.16,0
2021-12,Retail,Stable,1874.53,12397.51,41,738,1383403.14,1042418.45,340984.69,0.07,0
2021-12,Retail,Growth,675.3,29383.35,13,4483,3027369.9,1132594.32,1894775.58,0.15,0
2021-12,Retail,Stable,1441.52,13337.79,54,500,720760.0,1039565.79,-318805.79,0.2,1
2021-12,Manufacturing,Growth,1025.09,7699.18,16,798,818021.82,493105.73,324916.09,0.05,0
2021-12,Retail,Growth,1347.46,11826.16,39,413,556500.98,763776.45,-207275.47,0.14,1
2021-12,E-Commerce,Competitive,1034.89,12918.5,44,1006,1041099.34,985248.3,55851.04,0.22,1
2021-12,Manufacturing,Growth,1227.57,14637.22,11,2045,2510380.65,932751.41,1577629.24,0.21,1
2021-12,Retail,Stable,1323.69,26726.02,64,920,1217794.8,1352064.46,-134269.66,0.09,1
2021-12,Retail,Stable,665.77,32870.24,48,1221,812905.17,996741.79,-183836.62,0.21,1
2021-12,Manufacturing,Growth,1616.89,33205.14,68,967,1563532.63,1522264.93,41267.7,0.08,0
2021-12,E-Commerce,Recession,1282.43,31577.42,22,1653,2119856.79,997534.46,1122322.33,0.03,0
2021-12,Manufacturing,Competitive,540.44,39145.48,21,6694,3617705.36,1439457.09,2178248.27,0.09,0
2021-12,Retail,Recession,1424.65,44152.94,56,1347,1919003.55,1459854.0,459149.55,0.2,1
2021-12,Retail,Stable,549.5,14794.21,55,6233,3425033.5,1867304.26,1557729.24,0.17,0
2021-12,Retail,Recession,1491.69,14593.27,22,231,344580.39,447967.39,-103387.0,0.09,1
2021-12,Retail,Stable,935.83,33789.93,29,1441,1348531.03,873349.24,475181.79,0.09,0
2021-12,Manufacturing,Competitive,654.86,41780.96,53,1368,895848.48,1105535.5,-209687.02,0.18,1
2021-12,E-Commerce,Stable,873.84,25110.69,11,1131,988313.04,486604.6,501708.44,0.03,0
2021-12,Manufacturing,Competitive,361.53,22380.35,22,9410,3401997.3,1372979.54,2029017.76,0.17,0
2021-12,Manufacturing,Growth,1024.44,9682.9,23,2124,2175910.56,1007456.07,1168454.49,0.16,0
2021-12,Manufacturing,Competitive,303.33,36186.25,37,8458,2565565.14,1360855.79,1204709.35,0.18,0
2021-12,E-Commerce,Growth,1948.22,15336.3,18,1282,2497618.04,1034621.71,1462996.33,0.07,0
2021-12,Retail,Stable,489.08,22868.42,69,2944,1439851.52,1489823.88,-49972.36,0.14,1
2021-12,Retail,Stable,1085.18,47650.94,74,2356,2556684.08,1924656.16,632027.92,0.11,0
2021-12,Retail,Stable,1423.41,46171.19,14,1423,2025512.43,863824.92,1161687.51,0.11,0
2021-12,Retail,Stable,812.67,21365.07,46,1699,1380726.33,1125582.97,255143.36,0.15,0
2021-12,Retail,Recession,1167.1,30766.46,55,2689,3138331.9,1797266.03,1341065.87,0.06,0
2021-12,Retail,Competitive,1658.71,26657.92,30,1507,2499675.97,1226560.71,1273115.26,0.12,0
2021-12,Manufacturing,Competitive,786.03,28831.12,38,3117,2450055.51,1333847.77,1116207.74,0.03,0
2021-12,Retail,Competitive,1917.96,18438.63,6,1343,2575820.28,881184.71,1694635.57,0.22,1
2021-12,Retail,Stable,331.53,18113.53,36,1638,543046.14,721027.37,-177981.23,0.11,1
2021-12,Manufacturing,Stable,811.12,26154.88,6,4056,3289902.72,1103125.7,2186777.02,0.08,0
2021-12,Manufacturing,Competitive,1269.12,12543.07,78,184,233518.08,1252598.49,-1019080.41,0.03,1
2021-12,Retail,Competitive,1661.82,31089.34,31,407,676360.74,698997.56,-22636.82,0.2,1
2021-12,E-Commerce,Competitive,676.74,30935.02,23,1996,1350773.04,781166.93,569606.11,0.11,0
2021-12,Manufacturing,Competitive,960.18,49625.12,75,1153,1107087.54,1506751.38,-399663.84,0.23,1
2021-12,Retail,Growth,1578.93,9345.08,54,815,1286827.95,1205393.47,81434.48,0.1,0
2021-12,Manufacturing,Growth,356.9,22861.95,28,9446,3371277.4,1454245.17,1917032.23,0.25,1
2021-12,Retail,Competitive,529.65,29615.84,68,5917,3133939.05,1989797.56,1144141.49,0.21,1
2021-12,E-Commerce,Competitive,757.57,18940.53,67,2392,1812107.44,1567572.76,244534.68,0.21,1
2022-01,Retail,Stable,478.82,15280.38,74,500,239410.0,1197103.38,-957693.38,0.2,1
2022-01,Retail,Competitive,468.8,48715.57,10,6864,3217843.2,1164068.53,2053774.67,0.13,0
2022-01,Retail,Stable,1852.78,37138.51,61,402,744817.56,1175583.78,-430766.22,0.14,1
2022-01,Retail,Competitive,1922.71,32052.17,59,851,1636226.21,1407920.03,228306.18,0.18,0
2022-01,E-Commerce,Growth,487.39,29166.79,11,4431,2159625.09,842054.32,1317570.77,0.07,0
2022-01,Manufacturing,Growth,728.49,8752.41,6,3591,2616007.59,883554.69,1732452.9,0.12,0
2022-01,Retail,Recession,1713.66,23510.9,68,207,354727.62,1149929.19,-795201.57,0.16,1
2022-01,Retail,Stable,1518.97,11294.76,24,2176,3305278.72,1362878.38,1942400.34,0.18,0
2022-01,E-Commerce,Competitive,1872.02,38849.71,9,1652,3092577.04,1101622.82,1990954.22,0.02,0
2022-01,Retail,Recession,1148.14,42119.76,19,356,408737.84,449741.11,-41003.27,0.18,1
2022-01,E-Commerce,Stable,1835.68,10974.11,37,297,545196.96,729533.2,-184336.24,0.05,1
2022-01,Retail,Competitive,1615.63,45904.12,26,2142,3460679.46,1474107.96,1986571.5,0.22,1
2022-01,Manufacturing,Recession,1289.49,37862.44,29,2082,2684718.18,1278277.89,1406440.29,0.24,1
2022-01,Retail,Stable,448.27,44464.05,57,1366,612336.82,1083165.1,-470828.28,0.2,1
2022-01,E-Commerce,Recession,1386.06,19860.94,21,2461,3411093.66,1358189.04,2052904.62,0.21,1
2022-01,E-Commerce,Recession,1662.51,34287.13,76,193,320864.43,1270546.46,-949682.03,0.12,1
2022-01,Retail,Competitive,1939.49,45550.56,56,974,1889063.26,1452269.54,436793.72,0.1,0
2022-01,Retail,Competitive,446.74,42028.71,68,2511,1121764.14,1398557.95,-276793.81,0.25,1
2022-01,Manufacturing,Stable,1441.33,36283.09,5,1223,1762746.59,640107.07,1122639.52,0.12,0
2022-01,Retail,Growth,1169.2,20917.74,71,643,751795.6,1311456.42,-559660.82,0.09,1
2022-01,Retail,Stable,1733.3,27145.49,42,2026,3511665.8,1710645.23,1801020.57,0.06,0
2022-01,Manufacturing,Competitive,558.72,18379.88,8,5212,2912048.64,1011994.47,1900054.17,0.22,1
2022-01,E-Commerce,Recession,638.41,43708.34,40,760,485191.6,789265.82,-304074.22,0.07,1
2022-01,E-Commerce,Stable,1012.84,6125.15,76,1047,1060443.48,1464258.19,-403814.71,0.12,1
2022-01,E-Commerce,Stable,1227.11,38327.78,57,725,889654.75,1160224.2,-270569.45,0.06,1
2022-01,Retail,Recession,1325.32,29258.77,20,2555,3386192.6,1345116.55,2041076.05,0.03,0
2022-01,E-Commerce,Stable,1304.16,29874.58,35,864,1126794.24,892912.85,233881.39,0.2,1
2022-01,Retail,Stable,1590.36,43376.09,45,2300,3657828.0,1815724.49,1842103.51,0.07,0
2022-01,Retail,Growth,369.23,28566.85,71,6323,2334641.29,1793959.24,540682.05,0.07,0
2022-01,E-Commerce,Stable,1369.45,27316.72,7,628,860014.6,390321.1,469693.5,0.11,0
2022-01,E-Commerce,Recession,1130.62,39835.91,18,1058,1196195.96,668694.7,527501.26,0.1,0
2022-01,Retail,Recession,454.39,42462.22,53,8114,3686920.46,1943538.36,1743382.1,0.21,1
2022-01,Manufacturing,Stable,1827.3,10333.82,75,495,904513.5,1406687.87,-502174.37,0.17,1
2022-01,E-Commerce,Competitive,469.25,35040.38,47,2175,1020618.75,1046226.0,-25607.25,0.16,1
2022-01,Retail,Growth,945.09,24526.34,10,1220,1153009.8,520429.28,632580.52,0.22,1
2022-01,E-Commerce,Recession,425.84,39805.69,18,4438,1889877.92,876769.07,1013108.85,0.13,0
2022-01,Retail,Stable,321.91,28663.22,56,919,295835.29,957413.81,-661578.52,0.15,1
2022-01,Manufacturing,Recession,1594.74,46942.56,73,2530,4034692.2,2352350.22,1682341.98,0.12,0
2022-01,E-Commerce,Recession,1928.98,33880.66,10,387,746515.26,407835.24,338680.02,0.05,0
2022-01,Manufacturing,Recession,1482.07,49501.52,45,2201,3262036.07,1703112.34,1558923.73,0.2,1
2022-01,Retail,Stable,1868.04,39812.78,79,422,788312.88,1461306.64,-672993.76,0.1,1
2022-01,E-Commerce,Stable,1753.54,44295.58,32,1746,3061680.84,1442799.83,1618881.01,0.16,0
2022-01,Manufacturing,Growth,1817.75,25400.51,47,1027,1866829.25,1290449.28,576379.97,0.09,0
2022-01,Manufacturing,Growth,569.09,11838.53,59,1607,914527.63,1171196.82,-256669.19,0.08,1
2022-01,Manufacturing,Recession,1860.8,43614.53,63,966,1797532.8,1527874.37,269658.43,0.05,0
2022-01,Manufacturing,Competitive,632.29,10921.97,65,4399,2781443.71,1820355.08,961088.63,0.19,1
2022-01,Manufacturing,Recession,1194.2,5942.35,49,324,386920.8,857018.59,-470097.79,0.16,1
2022-01,Retail,Competitive,532.11,34206.05,27,5341,2841999.51,1291805.9,1550193.61,0.04,0
2022-01,E-Commerce,Competitive,1970.37,30421.05,71,374,736918.38,1316496.56,-579578.18,0.05,1
2022-01,Retail,Competitive,1008.34,14121.33,32,554,558620.36,661707.44,-103087.08,0.07,1
2022-01,Manufacturing,Stable,1868.65,31651.49,24,1449,2707673.85,1203953.64,1503720.21,0.18,0
2022-01,Retail,Stable,1295.79,16706.88,76,1255,1626216.45,1644571.82,-18355.37,0.16,1
2022-01,E-Commerce,Stable,1261.91,12827.8,22,370,466906.7,482899.81,-15993.11,0.16,1
2022-01,Retail,Competitive,701.58,10085.59,69,4697,3295321.26,2033681.97,1261639.29,0.19,1
2022-01,Retail,Competitive,1693.05,8835.36,53,1781,3015322.05,1708431.98,1306890.07,0.17,0
2022-01,Retail,Stable,1822.63,49354.94,5,2127,3876734.01,1287375.14,2589358.87,0.23,1
2022-01,Retail,Stable,1714.17,11446.48,48,1490,2554113.3,1497680.47,1056432.83,0.21,1
2022-01,E-Commerce,Competitive,1623.78,25637.57,33,1866,3029973.48,1429629.61,1600343.87,0.07,0
2022-01,Retail,Growth,1138.35,5284.58,44,332,377932.2,778664.24,-400732.04,0.17,1
2022-01,Retail,Stable,886.46,26671.98,47,397,351924.62,837249.37,-485324.75,0.04,1
2022-01,Manufacturing,Stable,394.38,22880.34,70,4636,1828345.68,1621384.04,206961.64,0.21,1
2022-01,Manufacturing,Stable,285.55,25991.34,32,12213,3487422.15,1552217.98,1935204.17,0.25,1
2022-01,Manufacturing,Growth,304.7,13047.41,66,6463,1969276.1,1593830.24,375445.86,0.24,1
2022-01,Manufacturing,Stable,311.46,16309.34,24,5310,1653852.6,872465.12,781387.48,0.19,1
2022-01,E-Commerce,Stable,1303.7,30107.39,60,1638,2135460.6,1570745.57,564715.03,0.08,0
2022-01,Manufacturing,Growth,1501.09,22458.74,74,1186,1780292.74,1666546.56,113746.18,0.04,0
2022-01,Retail,Growth,1030.16,31308.69,31,1529,1575114.64,968843.08,606271.56,0.06,0
2022-01,E-Commerce,Stable,651.01,7515.49,30,2358,1535081.58,918039.96,617041.62,0.17,0
2022-01,E-Commerce,Stable,601.71,8647.13,33,2802,1685991.42,1009444.56,676546.86,0.19,1
2022-01,E-Commerce,Stable,1123.32,16005.95,19,2943,3305930.76,1292785.18,2013145.58,0.13,0
2022-01,Retail,Recession,1659.26,22499.54,9,519,861155.94,415846.32,445309.62,0.18,0
2022-01,Manufacturing,Recession,1782.58,32765.21,52,2025,3609724.5,1895682.56,1714041.94,0.19,1
2022-01,Manufacturing,Recession,563.25,7603.59,59,2261,1273508.25,1274656.07,-1147.82,0.08,1
2022-01,E-Commerce,Stable,1025.34,8822.02,13,1789,1834333.26,754122.0,1080211.26,0.03,0
2022-01,Retail,Competitive,1625.29,13584.3,42,1137,1847954.73,1197970.72,649984.01,0.21,1
2022-01,E-Commerce,Recession,484.83,19210.86,52,2055,996325.65,1098108.56,-101782.91,0.05,1
2022-01,Retail,Competitive,1792.97,14514.95,6,1460,2617736.2,889835.81,1727900.39,0.16,0
2022-01,Retail,Competitive,527.12,40431.47,79,809,426440.08,1353363.49,-926923.41,0.12,1
2022-01,E-Commerce,Competitive,275.88,23720.75,59,8457,2333117.16,1608655.9,724461.26,0.12,0
2022-01,Manufacturing,Stable,405.48,42217.78,49,5724,2320967.52,1473508.04,847459.48,0.18,0
2022-01,Manufacturing,Stable,551.67,33867.2,63,6522,3597991.74,2058264.72,1539727.02,0.06,0
2022-01,Retail,Stable,1315.37,47407.9,21,1338,1759965.06,890397.42,869567.64,0.03,0
2022-01,Manufacturing,Growth,307.23,21305.97,50,3308,1016316.84,1076201.02,-59884.18,0.1,1
2022-01,Manufacturing,Recession,840.33,8802.26,15,890,747893.7,458170.37,289723.33,0.18,0
2022-01,Manufacturing,Stable,1285.53,28451.22,34,1538,1977145.14,1131594.76,845550.38,0.05,0
2022-01,E-Commerce,Competitive,1811.06,37564.07,47,1534,2778166.04,1576013.88,1202152.16,0.02,0
2022-01,Retail,Growth,1234.48,40976.02,61,2985,3684922.8,2061452.86,1623469.94,0.22,1
2022-01,E-Commerce,Competitive,909.06,24612.22,62,1579,1435405.74,1385233.94,50171.8,0.14,0
2022-01,Retail,Recession,1096.85,28092.75,64,1873,2054400.05,1604412.76,449987.29,0.08,0
2022-01,Retail,Competitive,1538.39,36494.03,55,1327,2041443.53,1473927.09,567516.44,0.09,0
2022-01,Manufacturing,Recession,529.06,27451.98,78,6952,3678025.12,2300859.52,1377165.6,0.1,0
2022-01,Retail,Competitive,858.49,21446.79,21,336,288452.64,422982.58,-134529.94,0.05,1
2022-01,Retail,Stable,1608.93,7320.2,36,1376,2213887.68,1211486.5,1002401.18,0.07,0
2022-01,Retail,Recession,1626.08,15001.08,59,1120,1821209.6,1446363.96,374845.64,0.08,0
2022-01,Retail,Recession,357.63,5248.16,54,4855,1736293.65,1336136.25,400157.4,0.11,0
2022-01,E-Commerce,Recession,1037.41,42198.63,15,1746,1811317.86,810593.99,1000723.87,0.12,0
2022-01,Manufacturing,Growth,740.86,23761.26,57,1997,1479497.42,1322610.49,156886.93,0.07,0
2022-01,Retail,Stable,1907.4,34407.9,30,1223,2332750.2,1184232.96,1148517.24,0.07,0
2022-01,E-Commerce,Competitive,1215.28,6012.18,67,322,391320.16,1128408.23,-737088.07,0.19,1
2022-01,E-Commerce,Growth,1360.64,39473.84,79,1359,1849109.76,1779206.77,69902.99,0.19,1
2022-01,E-Commerce,Growth,1394.86,26569.45,59,542,756014.12,1138373.69,-382359.57,0.09,1
2022-01,Retail,Stable,1675.17,27068.24,74,1935,3241453.95,2109504.43,1131949.52,0.09,0
2022-01,E-Commerce,Competitive,1081.59,14223.71,70,1072,1159464.48,1412063.05,-252598.57,0.11,1
2022-01,Retail,Stable,1540.04,31830.04,32,1621,2496404.84,1260751.49,1235653.35,0.06,0
2022-01,E-Commerce,Stable,1486.49,18325.43,52,452,671893.48,999893.47,-327999.99,0.22,1
2022-01,E-Commerce,Stable,1964.01,13618.66,15,514,1009501.14,541469.0,468032.14,0.05,0
2022-01,Manufacturing,Competitive,1864.45,22982.66,6,1625,3029731.25,1021902.04,2007829.21,0.23,1
2022-01,E-Commerce,Stable,1884.26,14403.58,9,794,1496102.44,598234.31,897868.13,0.22,1
2022-01,E-Commerce,Recession,1449.73,43149.31,77,2117,3069078.41,2118872.83,950205.58,0.08,0
2022-01,E-Commerce,Growth,276.43,43987.7,22,3291,909731.13,646907.04,262824.09,0.09,0
2022-01,Retail,Competitive,540.73,35465.27,33,6112,3304941.76,1521947.8,1782993.96,0.18,0
2022-01,Manufacturing,Recession,235.46,10641.45,12,8100,1907226.0,762809.25,1144416.75,0.03,0
2022-01,E-Commerce,Stable,259.55,48126.51,24,8492,2204098.6,1069356.09,1134742.51,0.14,0
2022-01,E-Commerce,Competitive,1809.58,26649.85,31,1021,1847581.18,1045924.2,801656.98,0.1,0
2022-01,Manufacturing,Competitive,1355.73,19934.75,50,521,706335.33,981835.35,-275500.02,0.12,1
2022-01,E-Commerce,Growth,1702.56,8196.09,71,803,1367155.68,1483342.79,-116187.11,0.23,1
2022-01,Retail,Competitive,823.48,40817.23,75,4870,4010347.6,2368921.51,1641426.09,0.13,0
2022-01,Retail,Competitive,365.53,16038.33,36,7707,2817139.71,1401180.24,1415959.47,0.2,1
2022-01,E-Commerce,Stable,1077.46,30807.28,10,1313,1414704.98,605218.77,809486.21,0.11,0
2022-01,E-Commerce,Recession,309.73,11920.22,13,2717,841536.41,459381.14,382155.27,0.23,1
2022-01,Manufacturing,Competitive,266.76,33007.93,45,14060,3750645.6,1833201.61,1917443.99,0.11,0
2022-01,Retail,Recession,940.71,45990.62,19,2557,2405395.47,1052609.26,1352786.21,0.14,0
2022-01,Retail,Competitive,1680.73,41567.8,17,1064,1788296.72,833056.82,955239.9,0.17,0
2022-01,Manufacturing,Competitive,1354.98,31054.57,25,889,1204577.22,767427.74,437149.48,0.08,0
2022-01,E-Commerce,Stable,1015.95,23035.59,7,692,703037.4,338946.81,364090.59,0.05,0
2022-01,Manufacturing,Growth,1806.43,43355.17,13,2020,3648988.6,1333051.75,2315936.85,0.24,1
2022-01,Retail,Growth,1878.24,47165.06,46,1549,2909393.76,1609983.19,1299410.57,0.05,0
2022-01,E-Commerce,Stable,1347.91,35280.37,32,2159,2910137.69,1388321.68,1521816.01,0.03,0
2022-01,Retail,Competitive,879.57,30679.27,9,3533,3107520.81,1097935.51,2009585.3,0.17,0
2022-01,E-Commerce,Growth,652.88,38286.97,31,2910,1899880.8,1073251.21,826629.59,0.05,0
2022-01,E-Commerce,Growth,702.19,14319.25,36,3093,2171873.67,1205881.35,965992.32,0.03,0
2022-01,Manufacturing,Growth,1835.57,10177.37,37,387,710365.59,778287.05,-67921.46,0.19,1
2022-01,E-Commerce,Competitive,1705.38,41445.83,47,1957,3337428.66,1747674.43,1589754.23,0.23,1
2022-01,Manufacturing,Recession,1102.48,20736.55,31,895,986719.6,781752.43,204967.17,0.03,0
2022-01,E-Commerce,Growth,403.49,5813.95,65,3435,1385988.15,1396610.39,-10622.24,0.17,1
2022-01,Manufacturing,Competitive,377.12,10693.07,12,2988,1126834.56,528743.44,598091.12,0.18,0
2022-01,Retail,Stable,247.24,9758.14,12,9491,2346554.84,893724.59,1452830.25,0.1,0
2022-01,E-Commerce,Competitive,626.23,32763.24,23,3154,1975129.42,970302.07,1004827.35,0.19,1
2022-01,Retail,Stable,405.58,48660.58,21,8489,3442968.62,1396551.17,2046417.45,0.09,0
2022-01,Retail,Stable,880.51,45660.24,44,2736,2409075.36,1428382.85,980692.51,0.19,1
2022-01,Manufacturing,Stable,246.88,42242.74,68,2247,554739.36,1228664.55,-673925.19,0.11,1
2022-01,Retail,Recession,525.86,15030.58,33,3902,2051905.72,1125602.3,926303.42,0.06,0
2022-01,Retail,Stable,286.27,49247.53,42,4942,1414746.34,1103671.43,311074.91,0.03,0
2022-01,Manufacturing,Competitive,1665.6,22948.97,26,160,266496.0,492897.77,-226401.77,0.15,1
2022-01,E-Commerce,Recession,310.14,34260.78,59,3116,966396.24,1209179.65,-242783.41,0.17,1
2022-01,Manufacturing,Stable,508.41,27678.75,29,6544,3327035.04,1460789.26,1866245.78,0.19,1
2022-01,Retail,Recession,1967.25,46159.09,39,1554,3057106.5,1548291.04,1508815.46,0.09,0
2022-01,Retail,Growth,885.01,14613.47,45,3232,2860352.32,1547719.17,1312633.15,0.24,1
2022-01,Manufacturing,Stable,554.72,43457.82,13,843,467628.96,378746.51,88882.45,0.21,1
2022-01,E-Commerce,Stable,1109.67,46206.63,63,664,736820.88,1212252.89,-475432.01,0.18,1
2022-01,Retail,Competitive,1375.79,16631.08,27,712,979562.48,715499.82,264062.66,0.25,1
2022-01,Manufacturing,Recession,283.44,29722.44,45,12219,3463353.36,1743728.45,1719624.91,0.14,0
2022-01,Manufacturing,Competitive,498.33,30144.0,45,1728,861114.24,963478.27,-102364.03,0.16,1
2022-01,E-Commerce,Growth,1404.39,28206.95,34,792,1112276.88,871890.01,240386.87,0.21,1
2022-01,Retail,Recession,972.68,47875.78,74,2839,2761438.52,1986307.34,775131.18,0.11,0
2022-01,E-Commerce,Recession,676.43,10199.21,74,2271,1536172.53,1581050.97,-44878.44,0.18,1
2022-01,Manufacturing,Competitive,554.81,5429.79,40,1368,758980.08,833123.81,-74143.73,0.05,1
2022-01,Manufacturing,Recession,406.56,9128.91,58,5524,2245837.44,1552880.14,692957.3,0.03,0
2022-01,Retail,Competitive,866.62,37587.8,78,333,288584.46,1294163.14,-1005578.68,0.24,1
2022-01,Retail,Growth,283.82,19580.34,59,10887,3089948.34,1831564.84,1258383.5,0.11,0
2022-01,E-Commerce,Stable,1143.67,33451.48,7,1829,2091772.43,765983.21,1325789.22,0.11,0
2022-01,Retail,Growth,1713.22,47445.88,70,1986,3402454.92,2118182.36,1284272.56,0.06,0
2022-01,Retail,Stable,1115.18,11782.16,18,1106,1233389.08,651798.88,581590.2,0.04,0
2022-01,Retail,Growth,460.82,45084.9,63,7228,3330806.96,1989326.99,1341479.97,0.17,0
2022-01,E-Commerce,Growth,1908.19,49386.36,15,972,1854760.68,830814.56,1023946.12,0.04,0
2022-01,Manufacturing,Recession,1814.67,12472.56,77,1131,2052391.77,1783190.09,269201.68,0.16,0
2022-01,Retail,Stable,318.72,11444.69,71,2335,744211.2,1299708.05,-555496.85,0.09,1
2022-01,Retail,Growth,1261.87,30637.28,18,1053,1328749.11,699262.01,629487.1,0.2,1
2022-01,E-Commerce,Stable,541.43,23506.39,36,5479,2966494.97,1453454.88,1513040.09,0.18,0
2022-01,E-Commerce,Growth,419.25,34298.63,19,2005,840596.25,571477.5,269118.75,0.03,0
2022-01,E-Commerce,Stable,525.3,27901.63,72,2220,1166166.0,1457751.43,-291585.43,0.22,1
2022-01,Retail,Growth,1222.16,26777.75,45,1713,2093560.08,1329845.77,763714.31,0.06,0
2022-01,Manufacturing,Stable,986.55,17976.75,39,571,563320.05,771972.76,-208652.71,0.04,1
2022-01,E-Commerce,Stable,1279.25,15173.52,55,2142,2740153.5,1662219.57,1077933.93,0.06,0
2022-01,Retail,Competitive,902.16,8840.18,70,1397,1260317.52,1436935.44,-176617.92,0.04,1
2022-01,Retail,Stable,1589.85,5400.43,41,1075,1709088.75,1133127.06,575961.69,0.22,1
2022-01,Retail,Competitive,878.23,29254.86,63,3773,3313561.79,1968323.4,1345238.39,0.02,0
2022-01,Manufacturing,Stable,930.96,26756.72,44,2257,2101176.72,1317109.74,784066.98,0.05,0
2022-01,E-Commerce,Stable,1520.08,8811.07,27,1141,1734411.28,934134.45,800276.83,0.18,0
2022-01,Retail,Stable,1000.07,36297.63,50,3167,3167221.69,1736464.14,1430757.55,0.05,0
2022-01,Retail,Stable,1177.07,44807.3,51,3508,4129161.56,2048555.77,2080605.79,0.18,0
2022-01,E-Commerce,Stable,1061.47,39880.56,78,832,883143.04,1474823.47,-591680.43,0.23,1
2022-01,Manufacturing,Stable,583.75,17960.79,50,4692,2738955.0,1589647.29,1149307.71,0.12,0
2022-01,Retail,Recession,962.0,22751.85,23,1788,1720056.0,883768.65,836287.35,0.24,1
2022-01,Manufacturing,Stable,1227.08,40819.55,67,1239,1520352.12,1501925.19,18426.93,0.13,0
2022-01,Manufacturing,Growth,1340.96,19584.81,24,1735,2326565.6,1077554.49,1249011.11,0.1,0
2022-01,E-Commerce,Growth,1218.49,35180.74,74,2629,3203410.21,2106203.8,1097206.41,0.16,0
2022-01,Retail,Recession,240.86,6280.56,33,6256,1506820.16,953326.61,553493.55,0.09,0
